Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Age at enrollment,Scholarship holder,Gender,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Debtor,Daytime/evening attendance,Previous qualification,Target
6,8,6,15.0,6,8,5,15.166666666666666,18,0,0,3,2,4,7,1,0,1,0,1,1,Dropout
7,7,6,12.633333333333333,7,7,6,12.633333333333333,20,1,0,13,14,5,9,1,0,1,0,1,1,Graduate
5,5,5,11.2,5,5,5,12.6,25,0,0,1,1,5,8,0,0,0,1,1,12,Dropout
7,7,6,14.233333333333334,7,7,6,14.233333333333334,18,0,0,23,27,6,8,1,0,1,0,1,1,Graduate
5,13,6,12.2,5,10,3,11.333333333333334,18,0,0,1,14,5,8,1,0,1,0,1,1,Enrolled
8,8,7,15.7,8,8,7,15.7,18,0,0,5,4,3,2,0,0,1,0,1,1,Graduate
7,7,6,0.0,6,7,6,0.0,18,0,0,1,27,10,10,1,0,1,0,1,1,Graduate
6,9,6,16.333333333333332,6,8,5,15.6,29,0,0,3,3,3,3,1,0,0,0,1,1,Dropout
17,29,14,12.5625,12,24,12,12.857142857142858,20,0,0,3,3,3,3,0,0,1,0,1,1,Graduate
7,0,0,0.0,8,0,0,0.0,26,0,0,3,1,5,5,0,0,1,0,1,3,Dropout
6,8,5,12.4,6,6,6,12.0,21,0,0,23,1,8,8,1,0,1,0,1,1,Graduate
8,9,8,13.78125,8,9,8,13.78125,19,1,0,22,14,6,6,0,0,1,0,1,1,Graduate
6,10,6,12.166666666666666,6,8,5,11.666666666666666,19,0,0,13,14,6,6,1,0,1,1,1,1,Dropout
6,8,5,11.8,6,8,5,11.833333333333334,21,0,0,23,28,10,6,0,0,1,0,1,1,Enrolled
6,13,4,10.8,6,15,4,12.0,20,0,0,1,1,5,4,0,0,1,1,0,1,Graduate
7,8,7,13.26,8,8,8,14.28625,18,1,0,22,27,10,9,1,0,1,0,1,1,Graduate
6,10,4,12.0,6,15,3,10.666666666666666,20,0,0,19,14,4,1,1,0,0,0,1,1,Dropout
6,9,6,0.0,6,7,6,0.0,20,1,0,13,28,10,10,0,0,1,0,1,1,Graduate
7,11,5,12.16,7,7,2,13.4,18,1,0,13,14,5,8,0,0,1,0,1,1,Enrolled
6,6,1,15.0,6,7,4,12.5,18,0,0,1,1,4,4,1,0,1,0,1,1,Enrolled
6,6,6,13.333333333333334,6,9,5,13.2,18,0,0,22,27,10,10,1,0,1,0,1,1,Graduate
5,12,2,11.5,5,12,3,11.8,18,0,0,2,14,3,10,1,0,1,0,1,1,Enrolled
6,7,6,14.428571428571429,6,9,5,13.0,22,0,0,3,3,3,3,1,0,1,0,1,14,Graduate
7,9,7,0.0,8,8,8,16.8,18,0,0,13,14,10,10,1,0,1,0,1,1,Graduate
6,8,6,10.666666666666666,6,7,6,11.857142857142858,20,0,0,23,28,28,42,1,0,1,1,1,1,Graduate
6,9,5,11.0,6,9,4,11.25,18,0,0,23,27,6,6,1,0,1,0,1,1,Dropout
6,0,0,0.0,6,0,0,0.0,21,0,0,1,14,6,6,1,0,1,0,1,1,Dropout
6,7,6,12.285714285714286,6,7,6,12.0,19,0,0,1,14,5,5,0,0,1,0,1,1,Graduate
8,8,8,12.82875,8,8,8,12.82875,18,0,0,23,28,10,10,1,0,1,0,1,1,Dropout
6,6,6,12.666666666666666,6,8,5,14.4,18,0,0,10,10,12,5,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,18,0,0,1,1,7,8,1,0,1,0,1,1,Enrolled
6,16,2,13.0,6,8,0,0.0,21,1,0,13,14,5,10,1,0,0,1,1,1,Dropout
5,8,5,10.875,5,8,4,0.0,18,0,0,1,28,6,6,1,0,1,0,1,1,Graduate
5,5,5,12.8,5,8,5,11.6,19,1,0,22,27,10,8,1,0,1,0,1,1,Graduate
6,10,5,0.0,6,7,6,0.0,19,0,0,1,14,5,11,1,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,18,0,0,5,3,4,4,0,0,1,0,1,1,Graduate
6,0,0,0.0,6,11,1,10.0,19,1,0,23,28,10,10,0,0,1,0,1,1,Dropout
7,9,6,13.766666666666666,8,9,8,13.744444444444444,20,1,0,23,1,6,8,1,0,1,0,1,1,Dropout
8,9,6,12.758333333333333,6,9,6,12.758333333333333,18,0,0,1,13,2,2,1,0,0,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,19,1,0,13,14,9,9,1,0,1,0,1,1,Dropout
6,6,6,12.666666666666666,6,8,6,13.25,18,0,0,13,1,6,8,1,0,1,0,1,1,Graduate
6,13,6,12.0,6,16,4,12.75,18,0,0,13,27,4,8,0,0,1,0,1,1,Enrolled
6,8,6,12.25,6,8,6,0.0,19,1,0,1,27,6,8,0,0,1,0,1,1,Graduate
5,8,3,11.333333333333334,5,8,5,12.2,20,0,0,13,27,5,6,1,0,1,0,1,1,Graduate
7,9,7,13.507142857142856,8,12,8,13.05,19,1,0,1,1,5,6,1,0,1,0,1,1,Graduate
8,8,7,13.614285714285714,8,8,7,13.614285714285714,18,0,0,13,28,2,2,1,0,1,0,1,1,Graduate
6,8,0,0.0,6,6,0,0.0,18,0,0,1,1,5,2,0,0,1,1,1,1,Dropout
6,9,4,11.5,6,6,6,12.166666666666666,18,0,0,22,27,10,10,1,0,0,0,1,1,Graduate
6,7,6,12.333333333333334,6,7,6,12.5,19,0,0,23,14,10,10,1,0,1,0,1,1,Graduate
7,7,7,11.971428571428572,8,8,8,14.4375,19,1,0,13,28,5,9,1,0,1,0,1,1,Graduate
5,12,2,13.0,5,13,2,11.5,20,1,0,13,14,6,9,0,0,0,1,1,1,Dropout
7,9,7,12.385714285714286,8,9,7,12.728571428571428,18,0,0,1,1,6,5,1,0,1,0,1,1,Enrolled
5,12,2,13.5,5,12,5,11.285714285714286,20,0,0,23,27,5,10,1,0,1,0,1,1,Graduate
6,8,6,12.166666666666666,6,7,6,13.285714285714286,21,0,0,1,1,10,10,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,19,0,0,3,1,3,4,1,0,1,0,1,1,Graduate
6,6,6,11.666666666666666,6,6,6,13.666666666666666,42,0,0,22,27,8,10,0,0,1,0,0,9,Graduate
6,9,5,12.4,6,12,5,14.166666666666666,18,0,0,3,3,3,3,1,0,0,1,1,1,Enrolled
6,7,5,13.4,6,6,6,12.833333333333334,19,1,0,22,27,10,7,0,0,1,0,1,1,Graduate
6,11,6,12.0,6,11,4,12.5,18,0,0,23,14,10,6,1,0,1,0,1,1,Graduate
5,6,5,14.2,5,5,5,14.8,21,0,0,13,14,5,6,1,0,1,0,1,1,Graduate
6,8,6,12.125,6,7,6,14.428571428571429,20,1,0,23,27,6,6,0,0,1,0,1,1,Graduate
7,7,7,13.857142857142858,7,7,7,13.285714285714286,20,0,0,1,14,4,4,1,0,1,0,1,1,Graduate
6,13,3,11.75,6,13,5,12.333333333333334,21,0,0,3,1,3,10,1,0,1,0,1,14,Enrolled
7,9,7,14.283333333333337,8,9,8,13.125555555555556,19,0,0,23,27,8,8,1,0,1,0,1,1,Graduate
13,21,11,13.272727272727272,11,13,9,13.0,21,0,0,1,14,5,10,0,0,1,0,1,1,Graduate
6,6,6,14.666666666666666,6,7,6,15.142857142857142,19,0,0,23,14,23,44,1,1,1,0,1,1,Graduate
7,10,7,15.114999999999998,8,10,8,15.092,19,1,0,13,14,10,10,0,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,18,0,0,1,1,5,2,1,0,1,0,1,1,Enrolled
6,13,6,15.0,6,7,6,13.142857142857142,22,0,0,22,14,10,11,1,0,1,0,1,14,Graduate
6,8,5,13.2,6,9,5,14.333333333333334,21,0,0,3,1,4,6,0,0,1,0,1,1,Graduate
6,14,2,11.0,6,14,3,10.333333333333334,18,1,0,22,27,6,9,1,0,1,0,1,1,Dropout
8,8,7,14.565714285714288,8,8,7,14.565714285714288,20,1,0,1,3,2,3,0,0,1,0,1,1,Graduate
5,8,3,12.0,5,6,4,10.75,18,0,0,19,27,1,1,1,0,0,1,1,1,Dropout
6,6,0,0.0,5,5,0,0.0,20,0,0,13,27,8,10,0,0,1,0,1,1,Dropout
7,7,6,13.796666666666669,8,11,7,13.775,23,0,0,1,1,4,4,1,0,1,0,1,1,Graduate
6,6,6,14.833333333333334,6,6,6,15.333333333333334,18,0,0,1,1,4,4,1,0,1,0,1,1,Graduate
6,6,6,12.833333333333334,6,6,6,13.833333333333334,20,0,0,1,1,10,4,1,0,1,0,1,14,Graduate
8,8,7,14.962857142857144,8,8,7,14.962857142857144,18,1,0,23,27,6,10,1,0,1,0,1,1,Graduate
7,8,7,12.4,8,9,8,12.8,18,0,0,1,3,4,3,1,0,1,0,1,1,Graduate
6,7,6,15.571428571428571,6,6,6,17.166666666666668,20,0,0,3,3,3,2,1,0,1,0,1,1,Graduate
8,8,7,13.714285714285714,8,8,7,13.714285714285714,19,0,0,1,1,6,9,1,0,1,0,1,1,Graduate
6,9,6,13.142857142857142,6,9,6,12.166666666666666,21,0,0,1,14,5,5,0,0,1,0,1,14,Graduate
6,7,6,15.0,6,8,3,11.0,33,0,0,22,1,10,8,0,0,1,0,1,17,Graduate
5,6,1,13.0,5,5,0,0.0,24,0,0,10,2,5,3,0,0,0,1,1,1,Dropout
11,12,11,12.0,11,14,11,12.75,20,1,0,1,28,5,4,0,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,18,0,0,13,28,10,2,1,0,1,0,1,1,Graduate
6,6,6,15.166666666666666,6,6,6,14.166666666666666,18,0,0,1,1,8,4,1,0,1,0,1,1,Graduate
6,9,4,12.0,6,13,2,10.5,29,0,0,19,24,1,1,0,0,1,1,0,6,Dropout
7,7,7,13.642857142857142,8,11,8,14.772727272727272,18,0,0,1,1,6,6,0,1,1,0,1,1,Graduate
6,8,6,12.666666666666666,6,7,6,12.714285714285714,19,0,0,23,27,6,6,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,19,0,0,23,28,8,8,1,0,1,0,1,1,Dropout
6,8,5,10.8,6,9,6,10.5,18,1,0,13,14,6,5,0,0,1,0,1,1,Graduate
7,9,6,14.25,8,11,8,13.063636363636364,19,1,0,13,14,8,8,0,0,1,0,1,1,Graduate
14,22,12,12.153846153846152,12,18,10,12.9,20,0,0,22,14,10,4,0,0,1,0,1,1,Dropout
6,14,1,11.5,6,12,2,10.5,19,0,0,2,1,4,5,1,0,1,0,1,1,Enrolled
6,10,4,12.25,6,9,3,12.333333333333334,19,1,0,13,14,8,6,1,0,1,0,1,1,Graduate
6,8,6,12.0,6,12,5,11.142857142857142,18,1,0,13,27,5,5,0,0,1,0,1,1,Enrolled
8,8,8,13.40375,8,8,8,13.40375,18,1,0,13,28,6,8,1,0,1,0,1,1,Graduate
6,15,6,11.333333333333334,6,9,3,12.666666666666666,19,1,0,3,1,3,4,0,0,1,0,1,1,Graduate
6,7,5,12.2,6,6,6,12.333333333333334,20,0,1,1,1,6,6,0,0,1,1,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,18,1,1,22,27,10,7,1,0,1,0,1,1,Enrolled
7,0,0,0.0,8,0,0,0.0,18,0,1,4,14,3,4,1,0,1,0,1,1,Dropout
6,8,5,16.166666666666668,6,10,4,16.0,35,0,1,3,1,3,5,0,0,0,1,1,1,Dropout
5,10,3,11.0,5,6,3,11.0,18,0,1,13,28,10,8,0,0,1,0,1,1,Enrolled
0,0,0,0.0,6,0,0,0.0,19,1,1,1,14,10,9,1,0,1,0,1,1,Graduate
6,8,4,12.0,6,8,6,12.285714285714286,19,1,1,23,14,5,8,1,0,1,0,1,1,Enrolled
5,8,2,10.5,5,11,4,12.25,20,0,1,1,28,6,8,1,0,1,0,1,1,Enrolled
6,7,3,11.666666666666666,6,13,4,10.333333333333334,19,0,1,1,1,5,8,1,0,1,0,1,1,Enrolled
5,8,3,11.0,5,7,2,10.0,19,0,1,23,28,10,10,1,0,1,0,1,1,Dropout
7,18,0,0.0,7,13,0,0.0,24,0,1,1,1,10,11,0,0,1,0,1,1,Dropout
6,11,4,12.5,6,7,0,0.0,29,0,1,22,27,10,8,1,0,0,1,0,1,Dropout
7,11,7,11.294444444444444,8,22,2,12.6,24,0,1,23,3,10,2,0,0,1,0,1,1,Graduate
6,8,5,11.2,6,11,4,12.5,19,0,1,13,28,7,7,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,37,0,1,13,14,10,10,1,0,1,0,1,3,Dropout
6,7,5,13.2,6,6,5,11.8,18,0,1,1,1,5,11,1,0,1,0,1,1,Graduate
7,12,6,14.142857142857142,6,10,6,14.125,20,1,1,1,1,10,9,0,0,1,0,1,14,Enrolled
5,0,0,0.0,5,0,0,0.0,18,0,1,24,29,4,4,1,0,0,0,1,1,Dropout
5,5,0,0.0,5,9,3,13.333333333333334,22,0,1,22,14,10,9,0,0,1,0,1,1,Enrolled
5,7,3,12.333333333333334,5,9,3,10.571428571428571,22,1,1,23,28,5,8,1,0,1,0,1,1,Enrolled
6,6,0,0.0,6,0,0,0.0,18,0,1,1,28,10,6,1,0,0,1,1,1,Dropout
8,8,7,0.0,6,8,7,13.1,18,0,1,1,1,5,5,1,0,1,0,1,1,Graduate
6,6,6,13.5,6,6,6,13.166666666666666,19,0,1,22,27,10,10,1,0,1,0,1,1,Graduate
5,7,5,10.2,5,8,3,12.0,19,0,1,23,14,6,6,0,0,1,0,1,1,Enrolled
6,10,5,11.571428571428571,6,10,3,13.0,19,0,1,13,28,10,10,0,0,1,0,1,1,Dropout
6,7,6,15.285714285714286,6,6,6,15.166666666666666,21,0,1,13,14,10,8,1,0,1,1,1,14,Graduate
6,9,5,12.6,10,16,8,11.0,19,0,1,3,1,3,5,0,0,1,0,1,1,Enrolled
7,11,6,13.433333333333332,7,10,4,13.6,18,0,1,3,3,3,3,0,0,1,0,1,1,Graduate
5,8,5,11.6,5,9,3,11.0,19,0,1,13,14,5,10,1,0,1,0,1,1,Dropout
6,6,6,0.0,6,8,6,13.5,25,0,1,13,1,5,9,0,0,1,0,1,17,Graduate
6,9,6,14.666666666666666,6,12,6,14.666666666666666,22,0,1,22,1,10,9,1,0,1,0,1,1,Graduate
8,8,7,12.742857142857144,8,8,7,12.742857142857144,24,0,1,1,1,5,10,0,0,1,0,1,1,Graduate
7,9,7,11.975,8,9,7,13.12857142857143,19,0,1,1,3,6,11,1,0,1,0,1,1,Graduate
5,9,4,12.25,5,11,3,11.666666666666666,18,0,1,3,1,3,4,0,0,1,0,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,20,0,1,23,27,5,7,0,0,0,0,1,1,Dropout
8,8,7,14.935714285714283,8,8,7,14.935714285714283,19,1,1,13,14,10,8,1,0,1,0,1,1,Graduate
6,9,5,13.333333333333334,6,6,5,13.0,19,0,1,3,3,4,4,1,0,1,0,1,1,Graduate
6,6,0,0.0,6,8,0,0.0,23,0,1,22,27,10,7,0,0,1,1,1,1,Dropout
6,12,5,13.8,6,13,4,14.0,47,0,1,22,28,10,4,0,0,1,0,1,1,Dropout
6,6,6,11.833333333333334,6,8,4,10.75,19,0,1,1,1,4,10,0,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,19,0,1,1,28,5,9,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,18,0,1,3,3,3,3,1,0,1,0,1,1,Dropout
5,9,2,10.0,5,9,0,0.0,28,0,1,1,3,2,2,0,0,1,0,1,1,Dropout
6,10,4,11.5,6,11,3,11.666666666666666,20,0,1,19,24,1,1,1,0,1,0,1,6,Dropout
6,12,3,10.666666666666666,6,9,4,12.0,18,1,1,13,14,6,8,0,0,1,0,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,21,1,1,13,14,5,9,1,0,1,0,1,1,Graduate
6,10,4,12.75,6,12,2,13.0,19,0,1,23,14,10,5,0,0,1,0,1,1,Enrolled
6,7,0,0.0,6,7,0,0.0,24,0,1,23,27,5,6,0,0,0,1,1,12,Dropout
6,11,6,11.333333333333334,6,12,3,11.333333333333334,24,0,1,13,1,29,29,0,0,1,0,1,1,Enrolled
6,6,0,0.0,6,6,0,0.0,25,0,1,23,14,10,9,1,0,0,1,1,9,Enrolled
6,10,6,13.0,6,8,5,12.2,28,0,1,3,1,4,5,0,0,1,0,1,1,Graduate
5,7,4,10.75,5,7,3,11.333333333333334,37,0,1,22,27,10,10,0,0,1,0,0,1,Enrolled
5,8,5,12.0,5,12,2,10.5,19,0,1,1,28,5,8,0,0,1,0,1,1,Enrolled
7,7,7,13.462857142857144,8,8,8,13.90625,18,1,1,23,27,6,8,1,0,1,0,1,1,Graduate
6,13,6,10.0,6,8,1,10.0,48,0,0,22,27,12,10,0,0,1,0,1,12,Graduate
6,6,6,12.333333333333334,6,7,6,13.666666666666666,21,0,1,22,27,10,9,1,0,1,0,1,1,Graduate
7,11,6,12.528571428571428,7,10,6,12.416666666666666,19,1,1,1,1,5,6,0,0,1,0,1,1,Enrolled
8,8,0,0.0,8,8,0,0.0,21,1,1,13,1,10,11,0,0,1,0,1,1,Enrolled
5,6,0,0.0,5,7,0,0.0,23,0,1,22,10,10,9,1,0,0,1,1,1,Dropout
5,5,5,13.6,5,6,4,13.25,18,0,1,1,1,5,11,1,0,1,0,1,1,Graduate
6,7,6,12.333333333333334,6,6,2,14.0,22,0,1,1,1,5,4,0,0,1,0,1,14,Dropout
6,8,10,0.0,6,13,7,12.25,25,0,0,13,27,10,8,1,0,1,0,1,1,Dropout
13,13,8,13.5,11,12,5,14.4,27,0,1,5,3,3,3,0,0,1,1,1,15,Dropout
5,5,0,0.0,5,6,0,0.0,49,0,1,19,24,1,1,0,0,0,0,1,9,Dropout
5,5,2,11.0,5,0,0,0.0,31,0,1,13,27,6,6,0,0,0,0,0,1,Dropout
6,9,6,13.714285714285714,6,13,5,14.333333333333334,54,0,1,22,27,10,7,0,0,1,0,1,1,Dropout
21,26,21,12.363636363636363,16,21,12,12.25,25,0,1,23,27,6,7,1,0,0,1,1,15,Dropout
7,13,3,10.666666666666666,6,14,2,11.5,20,0,1,5,3,3,3,0,0,1,0,1,14,Enrolled
6,9,2,12.0,6,10,3,12.666666666666666,28,0,1,4,4,3,3,0,0,1,0,1,3,Graduate
7,7,7,12.857142857142858,6,6,6,13.166666666666666,41,0,1,22,27,10,7,0,0,1,0,0,12,Graduate
6,10,6,13.125,6,9,6,12.714285714285714,19,1,1,1,14,5,5,0,0,1,0,1,1,Enrolled
5,6,0,0.0,5,8,2,11.5,22,0,1,1,1,5,5,0,0,1,0,1,1,Dropout
6,13,2,13.5,6,6,0,0.0,34,0,1,2,1,3,4,0,0,1,0,1,1,Dropout
11,14,11,15.090909090909092,10,11,10,15.0,28,0,1,23,28,10,10,0,0,0,1,1,1,Dropout
6,9,5,12.4,6,10,5,11.8,42,0,1,22,27,10,5,1,0,1,0,1,1,Enrolled
6,10,5,14.0,6,11,4,14.8,21,0,1,1,14,4,6,0,0,0,0,1,1,Enrolled
6,8,2,13.5,6,9,1,13.0,50,0,1,24,29,10,5,0,0,1,0,1,3,Dropout
5,5,0,0.0,5,5,0,0.0,19,0,1,3,1,4,5,1,0,1,0,1,1,Dropout
7,12,4,12.65,6,10,6,0.0,18,0,1,3,4,3,10,1,0,1,0,1,1,Dropout
6,8,6,0.0,6,7,0,0.0,59,0,1,22,27,10,10,0,0,1,0,0,1,Dropout
5,5,0,0.0,5,5,0,0.0,33,0,1,19,24,13,13,1,0,0,0,0,3,Dropout
6,8,6,13.333333333333334,6,7,5,12.8,23,1,1,22,28,10,11,1,0,1,0,1,1,Graduate
5,9,3,11.333333333333334,5,8,5,11.142857142857142,44,0,1,22,1,6,6,0,0,1,0,0,12,Dropout
6,0,0,0.0,6,0,0,0.0,37,0,1,19,24,1,1,1,0,1,0,0,1,Dropout
0,0,0,0.0,0,0,0,0.0,36,0,1,22,27,10,10,0,0,1,0,1,12,Dropout
5,7,3,11.666666666666666,5,8,2,10.5,22,0,1,1,3,5,3,0,0,0,0,0,1,Dropout
6,7,6,13.333333333333334,6,6,4,12.75,23,0,1,1,32,6,4,1,0,1,0,1,1,Graduate
6,7,5,11.4,6,10,3,11.0,19,0,1,1,1,5,10,1,0,1,0,1,1,Enrolled
6,9,6,12.142857142857142,6,6,0,0.0,47,0,1,22,27,6,6,0,0,1,0,0,1,Dropout
18,36,17,13.058823529411764,12,15,12,12.307692307692308,28,0,1,1,2,5,3,0,0,1,0,1,1,Graduate
6,13,4,11.75,6,15,4,10.5,21,0,1,1,28,10,7,0,0,1,0,1,14,Enrolled
6,9,5,11.833333333333334,6,8,6,10.0,21,0,1,1,1,10,10,0,0,0,0,1,1,Dropout
11,14,10,0.0,6,13,10,0.0,18,0,1,2,1,10,3,1,0,1,0,1,14,Graduate
6,8,6,13.428571428571429,6,12,4,11.5,20,0,1,13,28,5,5,0,0,1,0,1,1,Enrolled
5,5,0,0.0,5,9,0,0.0,49,0,1,22,27,10,10,0,0,0,0,1,1,Dropout
5,5,5,11.0,5,5,5,13.4,40,0,1,13,27,7,9,0,0,1,0,0,1,Graduate
6,8,6,13.625,6,8,6,14.428571428571429,22,1,1,1,1,4,4,0,0,1,0,1,1,Graduate
5,6,4,11.8,5,7,2,11.5,19,0,1,1,27,6,6,0,0,1,0,1,1,Enrolled
5,5,0,0.0,5,7,0,0.0,31,0,1,3,28,3,8,0,0,1,0,0,1,Dropout
6,8,6,0.0,6,7,2,13.5,30,0,1,5,27,3,3,0,0,1,0,1,1,Dropout
6,9,5,10.8,6,11,5,11.0,19,0,1,22,27,6,11,0,0,1,0,1,1,Graduate
5,11,3,13.666666666666666,5,10,3,11.333333333333334,22,0,1,19,24,12,12,0,0,1,0,1,1,Dropout
6,8,6,12.833333333333334,6,8,6,13.333333333333334,19,0,1,13,27,10,10,0,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,21,0,1,1,27,5,10,0,0,0,0,1,1,Dropout
6,8,6,15.125,6,7,6,13.428571428571429,19,0,1,1,28,5,8,0,0,1,0,1,1,Graduate
5,11,0,0.0,5,7,1,10.0,22,0,1,1,14,4,4,1,0,1,0,1,1,Dropout
6,10,5,11.4,6,8,5,11.0,22,0,1,4,5,3,3,0,0,1,0,1,1,Graduate
6,12,4,12.25,6,9,6,11.0,19,0,1,1,1,5,5,0,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,26,0,1,1,1,6,11,0,0,0,0,1,14,Dropout
7,12,3,14.0,6,12,1,14.0,23,0,1,5,31,4,3,0,0,1,0,1,14,Enrolled
6,7,6,12.333333333333334,6,10,5,10.8,18,0,1,13,14,8,8,0,0,1,0,1,1,Enrolled
5,8,5,10.666666666666666,5,11,2,11.0,22,1,1,22,27,10,10,0,0,1,1,1,1,Enrolled
5,9,5,11.833333333333334,5,9,5,14.714285714285714,19,0,1,3,2,3,4,1,0,1,0,1,1,Enrolled
5,8,0,0.0,5,5,0,0.0,20,0,0,1,14,5,10,0,0,1,0,1,1,Dropout
6,6,6,11.666666666666666,6,6,6,12.166666666666666,22,1,1,22,27,10,10,1,0,1,0,1,1,Enrolled
5,7,2,13.0,5,5,0,0.0,18,0,1,2,28,3,4,1,0,0,0,1,3,Dropout
2,5,0,0.0,4,4,0,0.0,39,0,1,3,1,3,10,0,0,1,0,0,13,Dropout
8,8,0,0.0,8,8,0,0.0,18,0,1,13,1,12,12,0,0,1,0,1,1,Dropout
5,5,5,13.0,5,5,5,14.2,18,1,1,1,28,4,4,0,0,1,0,1,1,Graduate
6,7,6,13.857142857142858,6,6,6,14.0,19,1,1,13,28,10,10,0,0,1,0,1,1,Graduate
7,7,6,13.391666666666666,8,8,8,12.4875,18,0,1,1,14,10,10,0,0,1,0,1,1,Graduate
5,7,4,12.75,5,5,0,0.0,18,1,1,19,14,1,5,1,0,1,0,1,1,Dropout
5,7,4,14.5,5,5,5,14.6,22,0,1,22,27,7,7,1,0,1,0,1,14,Graduate
6,7,6,12.166666666666666,6,6,6,12.166666666666666,19,0,1,1,1,4,5,0,0,1,0,1,1,Graduate
5,5,5,15.4,5,5,5,15.6,18,0,1,13,27,10,9,1,0,1,0,1,1,Dropout
5,8,2,0.0,5,9,2,0.0,31,0,1,1,1,5,4,0,0,0,1,1,12,Dropout
5,5,0,0.0,5,5,0,0.0,28,0,1,3,1,4,4,0,0,1,0,0,1,Dropout
6,0,0,0.0,6,0,0,0.0,19,0,1,1,1,5,9,0,0,1,0,1,1,Dropout
6,7,6,13.714285714285714,6,8,6,14.714285714285714,20,0,1,1,1,5,9,0,0,1,0,1,1,Graduate
6,7,4,12.25,6,7,0,0.0,50,0,1,13,3,10,3,0,0,1,0,1,1,Dropout
6,9,5,16.0,6,11,4,16.5,38,0,1,1,2,5,3,0,0,1,0,1,1,Enrolled
5,8,1,11.0,5,5,1,13.0,31,0,1,22,27,10,10,1,0,1,0,0,1,Dropout
7,7,7,14.085714285714284,7,7,7,14.085714285714284,27,0,1,1,27,10,10,1,0,1,0,1,1,Enrolled
6,9,6,10.166666666666666,6,10,6,10.5,21,0,1,1,3,10,3,1,0,1,0,1,1,Graduate
5,8,1,10.0,5,9,0,0.0,34,0,1,22,27,10,10,0,0,1,0,1,1,Dropout
5,10,0,0.0,5,7,1,10.0,19,0,1,2,27,3,10,1,0,1,0,1,1,Enrolled
5,10,2,10.5,5,5,3,10.666666666666666,40,0,1,22,27,2,5,1,0,0,0,0,1,Dropout
0,0,0,0.0,0,0,0,0.0,18,1,1,23,14,10,3,1,0,1,0,1,1,Graduate
6,12,0,0.0,5,8,6,0.0,37,0,0,19,24,1,1,1,0,1,0,0,1,Graduate
6,8,0,0.0,6,10,0,0.0,31,0,1,13,27,10,8,1,0,1,0,1,1,Dropout
6,15,5,13.333333333333334,6,15,5,12.4,34,0,1,1,14,5,11,0,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,18,1,1,8,8,5,5,1,0,1,0,1,1,Dropout
6,7,6,13.571428571428571,6,6,6,14.333333333333334,18,1,1,23,27,10,10,0,0,1,0,1,1,Graduate
6,6,6,12.833333333333334,6,7,6,11.166666666666666,19,1,1,1,1,4,4,1,0,1,0,1,1,Graduate
5,6,4,10.25,8,18,5,11.2,40,0,1,22,14,10,5,0,0,1,0,0,1,Dropout
6,6,0,0.0,6,6,0,0.0,25,0,1,1,28,10,10,0,0,1,0,1,1,Dropout
5,5,4,14.5,6,8,3,13.333333333333334,20,0,1,23,28,6,10,1,0,1,1,1,1,Dropout
5,6,5,15.8,5,8,5,13.714285714285714,20,0,1,13,14,10,10,0,0,1,0,1,1,Enrolled
6,0,0,0.0,6,0,0,0.0,43,0,1,22,27,10,11,1,0,0,0,1,1,Dropout
5,8,4,12.5,5,7,3,14.666666666666666,18,0,1,22,14,10,5,1,0,1,0,1,1,Enrolled
18,22,18,11.666666666666666,13,13,12,11.5,35,0,1,2,4,5,2,0,0,1,0,1,1,Graduate
5,6,4,13.0,5,5,5,13.0,23,0,1,22,14,10,5,0,0,1,0,0,1,Graduate
7,8,7,12.12142857142857,9,12,8,11.50625,19,0,1,3,3,3,3,0,0,1,0,1,1,Graduate
11,15,9,14.22222222222222,9,15,7,13.75,21,1,1,1,14,4,9,1,0,1,0,1,16,Graduate
6,17,4,12.5,6,8,4,13.25,19,0,1,3,14,5,9,0,0,1,0,1,1,Enrolled
5,7,5,12.166666666666666,5,7,5,15.285714285714286,20,0,1,1,1,5,4,1,0,1,0,1,1,Graduate
